Kitap_ID,Baslik,Yazar,Tur,Kategori,Kaynak,Yayın_Yili,Temizlenmis_Ozet,Cumleler,Token_Sayisi,Duraksiz_Tokenlar,Lemmatized_Tokenlar
KIT021,Huzur,Ahmet Hamdi Tanpınar,Roman,Türk Edebiyatı,D&R,1949,Tanpınar ın başyapıtı olarak kabul edilen bu roman İstanbul un güzelliğini ve iki dünya savaşı arasındaki aydın bunalımını anlatır Mümtaz ve Nuran arasındaki aşk hikayesi üzerinden Doğu ile Batı arasındaki kültürel gerilim işlenmektedir Eser Türk edebiyatının en lirik ve felsefi romanlarından biri olarak değerlendirilmektedir,"Tanpınar'ın başyapıtı olarak kabul edilen bu roman, İstanbul'un güzelliğini ve iki dünya savaşı arasındaki aydın bunalımını anlatır. | Mümtaz ve Nuran arasındaki aşk hikayesi üzerinden Doğu ile Batı arasındaki kültürel gerilim işlenmektedir. | Eser Türk edebiyatının en lirik ve felsefi romanlarından biri olarak değerlendirilmektedir.",44,tanpınar başyapıtı kabul edilen roman istanbul güzelliğini iki dünya savaşı arasındaki aydın bunalımını anlatır mümtaz nuran arasındaki aşk hikayesi üzerinden doğu batı arasındaki kültürel gerilim işlenmektedir eser türk edebiyatının lirik felsefi romanlarından biri değerlendirilmektedir,tanpınar başyapı kabul edilen roman istanbul güzelliğini iki dünya savaşı arasın ayd bunalımını anlatır mümtaz nuran arasın aşk hikayesi üzeri doğu batı arasın kültürel gerilim işlenmektedir eser türk edebiyatı lirik felsefi romanları biri değerlendirilmektedir
KIT022,Don Kişot,Miguel de Cervantes,Roman,Çeviri,Goodreads,1605,Dünya edebiyatının ilk modern romanı olarak kabul edilen bu eser hayalci şövalye Don Kişot ile sadık uşağı Sancho Panza nın macerasını anlatır İdealizm ile gerçeklik arasındaki çatışmayı mizahi bir dille ele alan roman yüzyıllar boyunca okunmaya ve yorumlanmaya devam etmektedir,"Dünya edebiyatının ilk modern romanı olarak kabul edilen bu eser, hayalci şövalye Don Kişot ile sadık uşağı Sancho Panza'nın macerasını anlatır. | İdealizm ile gerçeklik arasındaki çatışmayı mizahi bir dille ele alan roman, yüzyıllar boyunca okunmaya ve yorumlanmaya devam etmektedir.",40,dünya edebiyatının ilk modern romanı kabul edilen eser hayalci şövalye don kişot sadık uşağı sancho panza macerasını anlatır idealizm gerçeklik arasındaki çatışmayı mizahi dille ele alan roman yüzyıllar boyunca okunmaya yorumlanmaya devam etmektedir,dünya edebiyatı ilk modern romanı kabul edilen eser hayal şövalye don kişot sadık uşağı sancho panza macerasını anlatır idealizm gerçek arasın çatışmayı mizahi dille ele alan roman yüzyıl boyunca okunmaya yorumlanmaya devam etmektedir
KIT023,Küçük Prens,Antoine de Saint-Exupéry,Çocuk / Yetişkin,Çeviri,Kitapyurdu,1943,Bir pilot ile küçük bir prens arasındaki karşılaşmayı anlatan bu kısa roman hem çocuklara hem de yetişkinlere hitap eden evrensel bir başyapıttır Arkadaşlık aşk yalnızlık ve hayatın anlamı gibi temaları şiirsel bir dille işleyen eser dünya genelinde en çok okunan kitaplar arasında yer almaktadır,"Bir pilot ile küçük bir prens arasındaki karşılaşmayı anlatan bu kısa roman, hem çocuklara hem de yetişkinlere hitap eden evrensel bir başyapıttır. | Arkadaşlık, aşk, yalnızlık ve hayatın anlamı gibi temaları şiirsel bir dille işleyen eser, dünya genelinde en çok okunan kitaplar arasında yer almaktadır.",44,pilot prens arasındaki karşılaşmayı anlatan kısa roman çocuklara yetişkinlere hitap eden evrensel başyapıttır arkadaşlık aşk yalnızlık hayatın anlamı temaları şiirsel dille işleyen eser dünya genelinde okunan kitaplar yer almaktadır,pilot prens arasın karşılaşmayı anla kısa roman çocuk yetişkin hitap eden evrensel başyapıttır arkadaş aşk yalnız hayat anlamı tema şiirsel dille işleyen eser dünya geneli okunan kitap yer almaktadır
KIT024,Fatih Harbiye,Peyami Safa,Roman,Türk Edebiyatı,D&R,1931,Geleneksel Müslüman Fatih ile modern Batılı Harbiye semtleri arasında sıkışan bir genç kızın kimlik bunalımını anlatan bu roman Türk modernleşmesinin bireysel düzeydeki yansımalarını işlemektedir Neriman ın iki dünya arasındaki tercih sancısı dönemin Türkiye sinin kültürel ikilemini simgeler,"Geleneksel Müslüman Fatih ile modern Batılı Harbiye semtleri arasında sıkışan bir genç kızın kimlik bunalımını anlatan bu roman, Türk modernleşmesinin bireysel düzeydeki yansımalarını işlemektedir. | Neriman'ın iki dünya arasındaki tercih sancısı, dönemin Türkiye'sinin kültürel ikilemini simgeler.",37,geleneksel müslüman fatih modern batılı harbiye semtleri sıkışan genç kızın kimlik bunalımını anlatan roman türk modernleşmesinin bireysel düzeydeki yansımalarını işlemektedir neriman iki dünya arasındaki tercih sancısı dönemin türkiye sinin kültürel ikilemini simgeler,geleneksel müslüman fatih modern batılı harbiye semt sıkışan genç kız kim bunalımını anla roman türk modernleşmesi bireysel düzey yansımalarını işlemektedir neriman iki dünya arasın tercih sancısı dönem türkiye sin kültürel ikilemini simge
KIT025,Serenad,Zülfü Livaneli,Roman,Türk Edebiyatı,Goodreads,2011,Bir müzisyen ile bir bilim insanının hayatlarının kesiştiği bu roman Schubert in Serenad bestesi etrafında örülmüş güçlü bir aşk ve özgürlük hikayesidir İkinci Dünya Savaşı atmosferinde geçen eser sanatın ve müziğin insanı nasıl kurtarabileceğini duygusal bir şekilde anlatmaktadır,"Bir müzisyen ile bir bilim insanının hayatlarının kesiştiği bu roman, Schubert'in Serenad bestesi etrafında örülmüş güçlü bir aşk ve özgürlük hikayesidir. | İkinci Dünya Savaşı atmosferinde geçen eser, sanatın ve müziğin insanı nasıl kurtarabileceğini duygusal bir şekilde anlatmaktadır.",38,müzisyen bilim insanının hayatlarının kesiştiği roman schubert serenad bestesi etrafında örülmüş güçlü aşk özgürlük hikayesidir ikinci dünya savaşı atmosferinde eser sanatın müziğin insanı nasıl kurtarabileceğini duygusal şekilde anlatmaktadır,müzisyen bilim insanı hayatları kesiştiği roman schubert serenad bestesi etrafı örülmüş güçlü aşk özgür hikayesidir ikin dünya savaşı atmosferi eser sanat müziğ insanı nasıl kurtarabileceğini duygusal şekil anlatmaktadır
KIT026,Bülbülü Öldürmek,Harper Lee,Roman,Çeviri,Kitapyurdu,1960,Amerika nın ırkçı güney eyaletlerinde geçen bu roman küçük bir kızın gözünden adaleti ve insanlığı sorgulamaktadır Avukat Atticus Finch in haksız yere suçlanan siyah bir adamı savunması üzerinden ahlaki cesaret ve empati temaları işlenmektedir Nobel ödüllü bu eser dünya edebiyatının en kalıcı başyapıtlarından kabul edilmektedir,"Amerika'nın ırkçı güney eyaletlerinde geçen bu roman, küçük bir kızın gözünden adaleti ve insanlığı sorgulamaktadır. | Avukat Atticus Finch'in haksız yere suçlanan siyah bir adamı savunması üzerinden ahlaki cesaret ve empati temaları işlenmektedir. | Nobel ödüllü bu eser, dünya edebiyatının en kalıcı başyapıtlarından kabul edilmektedir.",45,amerika ırkçı güney eyaletlerinde roman kızın gözünden adaleti insanlığı sorgulamaktadır avukat atticus finch haksız yere suçlanan siyah adamı savunması üzerinden ahlaki cesaret empati temaları işlenmektedir nobel ödüllü eser dünya edebiyatının kalıcı başyapıtlarından kabul edilmektedir,amerika ırk güney eyaletleri roman kız gözü adale insanlığı sorgulamaktadır avukat atticus finch haksız yere suçlanan siyah adamı savunması üzeri ahlaki cesaret empa tema işlenmektedir nobel ödüllü eser dünya edebiyatı kalı başyapıtları kabul edilmektedir
KIT027,Simyacı,Paulo Coelho,Roman,Çeviri,D&R,1988,Genç bir çobanın kendi kaderine ulaşma yolculuğunu anlatan bu roman dünya genelinde yüz milyonlarca okuyucuya ulaşmış felsefi bir macera hikayesidir Evrenin dili ve kişisel efsane kavramları üzerinden bireyin hayattaki amacını bulma yolculuğu anlatılmaktadır Coelho bu eserde Doğu ve Batı bilgeliğini evrensel bir dille harmanlmıştır,"Genç bir çobanın kendi kaderine ulaşma yolculuğunu anlatan bu roman, dünya genelinde yüz milyonlarca okuyucuya ulaşmış felsefi bir macera hikayesidir. | Evrenin dili ve kişisel efsane kavramları üzerinden bireyin hayattaki amacını bulma yolculuğu anlatılmaktadır. | Coelho bu eserde Doğu ve Batı bilgeliğini evrensel bir dille harmanlmıştır.",44,genç çobanın kaderine ulaşma yolculuğunu anlatan roman dünya genelinde yüz milyonlarca okuyucuya ulaşmış felsefi macera hikayesidir evrenin dili kişisel efsane kavramları üzerinden bireyin hayattaki amacını bulma yolculuğu anlatılmaktadır coelho eserde doğu batı bilgeliğini evrensel dille harmanlmıştır,genç çoba kaderi ulaşma yolculuğunu anla roman dünya geneli yüz milyonlarca okuyucuya ulaşmış felsefi macera hikayesidir evre dili kişisel efsa kavram üzeri birey hayat amacını bulma yolculuğu anlatılmaktadır coelho eser doğu batı bilgeliğini evrensel dille harmanlmıştır
KIT028,Kürk Mantolu Madonna,Sabahattin Ali,Roman,Türk Edebiyatı,Goodreads,1943,Türk edebiyatının en çok okunan romanlarından olan bu eser Berlin de yaşanan imkansız bir aşk hikayesini anlatır Raif Efendi nin derin ve karşılıksız aşkı sıradan bir insanın olağanüstü bir iç dünyasını gözler önüne serer Sabahattin Ali bu romanla hem bireysel hem de toplumsal yabancılaşmayı ustalıkla işlemiştir,"Türk edebiyatının en çok okunan romanlarından olan bu eser, Berlin'de yaşanan imkansız bir aşk hikayesini anlatır. | Raif Efendi'nin derin ve karşılıksız aşkı, sıradan bir insanın olağanüstü bir iç dünyasını gözler önüne serer. | Sabahattin Ali bu romanla hem bireysel hem de toplumsal yabancılaşmayı ustalıkla işlemiştir.",46,türk edebiyatının okunan romanlarından eser berlin yaşanan imkansız aşk hikayesini anlatır raif efendi derin karşılıksız aşkı sıradan insanın olağanüstü dünyasını gözler önüne serer sabahattin ali romanla bireysel toplumsal yabancılaşmayı ustalıkla işlemiştir,türk edebiyatı okunan romanları eser berl yaşanan imkansız aşk hikayesini anlatır raif efen der karşılıksız aşkı sıra insa olağanüs dünyasını göz önü serer sabahatt ali romanla bireysel toplumsal yabancılaşmayı ustalıkla işlemiştir
KIT029,Hayvan Çiftliği,George Orwell,Roman,Çeviri,Kitapyurdu,1945,Bir çiftlikteki hayvanların isyanı üzerinden totaliter rejimleri ve ideolojik yozlaşmayı hicveden bu roman siyasi alegorinin en başarılı örneklerinden biridir İktidarın nasıl yolsuzlaştığını ve devrimlerin nasıl kendi ideallerini çiğnediğini anlatan eser güncelliğini korumaya devam etmektedir,"Bir çiftlikteki hayvanların isyanı üzerinden totaliter rejimleri ve ideolojik yozlaşmayı hicveden bu roman, siyasi alegorinin en başarılı örneklerinden biridir. | İktidarın nasıl yolsuzlaştığını ve devrimlerin nasıl kendi ideallerini çiğnediğini anlatan eser, güncelliğini korumaya devam etmektedir.",34,çiftlikteki hayvanların isyanı üzerinden totaliter rejimleri ideolojik yozlaşmayı hicveden roman siyasi alegorinin başarılı örneklerinden biridir iktidarın nasıl yolsuzlaştığını devrimlerin nasıl ideallerini çiğnediğini anlatan eser güncelliğini korumaya devam etmektedir,çiftlik hayvan isyanı üzeri totaliter rejim ideolojik yozlaşmayı hicve roman siyasi alegori başarılı örnekleri biridir iktidar nasıl yolsuzlaştığını devrim nasıl ideallerini çiğnediğini anla eser güncelliğini korumaya devam etmektedir
KIT030,1984,George Orwell,Roman,Çeviri,D&R,1949,Totaliter bir gelecek toplumunda geçen bu distopik roman gözetleme devleti ve bireysel özgürlüğün yok edilmesi temalarını işler Büyük Birader ve Düşünce Polisi kavramları bu eserden günümüz diline geçmiştir Orwell bu romanla yüzyılın en etkili siyasi uyarılarından birini kaleme almıştır,"Totaliter bir gelecek toplumunda geçen bu distopik roman, gözetleme devleti ve bireysel özgürlüğün yok edilmesi temalarını işler. | Büyük Birader ve Düşünce Polisi kavramları bu eserden günümüz diline geçmiştir. | Orwell bu romanla 20. yüzyılın en etkili siyasi uyarılarından birini kaleme almıştır.",39,totaliter gelecek toplumunda distopik roman gözetleme devleti bireysel özgürlüğün edilmesi temalarını işler birader düşünce polisi kavramları eserden günümüz diline geçmiştir orwell romanla yüzyılın etkili siyasi uyarılarından birini kaleme almıştır,totaliter gel toplumu distopik roman gözetleme devle bireysel özgürlüğ edilmesi temalarını işler birader düşünce polisi kavram eser günümüz dili geçmiştir orwell romanla yüzyıl etkili siyasi uyarıları birini kaleme almıştır
KIT031,Aylak Adam,Yusuf Atılgan,Roman,Türk Edebiyatı,Goodreads,1959,İstanbul sokaklarında amaçsızca dolaşan C adlı bir karakterin varoluşsal bunalımını anlatan bu roman Türk edebiyatının en özgün eserlerinden biridir Yabancılaşma ve anlamsızlık temaları üzerine kurulan roman Albert Camus ve Jean Paul Sartre ın varoluşçu felsefesinin izlerini taşımaktadır,"İstanbul sokaklarında amaçsızca dolaşan C. adlı bir karakterin varoluşsal bunalımını anlatan bu roman, Türk edebiyatının en özgün eserlerinden biridir. | Yabancılaşma ve anlamsızlık temaları üzerine kurulan roman, Albert Camus ve Jean-Paul Sartre'ın varoluşçu felsefesinin izlerini taşımaktadır.",36,istanbul sokaklarında amaçsızca dolaşan adlı karakterin varoluşsal bunalımını anlatan roman türk edebiyatının özgün eserlerinden biridir yabancılaşma anlamsızlık temaları üzerine kurulan roman albert camus jean paul sartre varoluşçu felsefesinin izlerini taşımaktadır,istanbul sokakları amaçsızca dolaşan adlı karakter varoluşsal bunalımını anla roman türk edebiyatı özg eserleri biridir yabancılaşma anlamsız tema üzeri kurulan roman albert camus jean paul sartre varoluş felsefesi izlerini taşımaktadır
KIT032,Masumiyet Müzesi,Orhan Pamuk,Roman,Türk Edebiyatı,Kitapyurdu,2008,Nobel ödüllü yazar Orhan Pamuk un kaleme aldığı bu roman ler İstanbul unda yaşanan tutkulu bir aşk hikayesini ve kayıp zamanın izini süren bir adamın hikayesini anlatır Roman için gerçekte kurulan müze kurgu ile gerçeği iç içe geçirmiştir Pamuk bu eserde koleksiyon obsesyonu ve hafıza üzerine derin bir meditasyon sunar,"Nobel ödüllü yazar Orhan Pamuk'un kaleme aldığı bu roman, 1970'ler İstanbul'unda yaşanan tutkulu bir aşk hikayesini ve kayıp zamanın izini süren bir adamın hikayesini anlatır. | Roman için gerçekte kurulan müze, kurgu ile gerçeği iç içe geçirmiştir. | Pamuk bu eserde koleksiyon obsesyonu ve hafıza üzerine derin bir meditasyon sunar.",50,nobel ödüllü yazar orhan pamuk kaleme aldığı roman ler istanbul unda yaşanan tutkulu aşk hikayesini kayıp zamanın izini süren adamın hikayesini anlatır roman gerçekte kurulan müze kurgu gerçeği içe geçirmiştir pamuk eserde koleksiyon obsesyonu hafıza üzerine derin meditasyon sunar,nobel ödüllü yazar orhan pamuk kaleme aldığı roman ler istanbul unda yaşanan tutkulu aşk hikayesini kayıp zama izini süren adam hikayesini anlatır roman gerçek kurulan müze kurgu gerçeği içe geçirmiştir pamuk eser koleksiyon obsesyonu hafıza üzeri der meditasyon sunar
KIT033,Kar,Orhan Pamuk,Roman,Türk Edebiyatı,D&R,2002,Siyasi İslamcılık laiklik kimlik ve sanat temalarını ustalıkla işleyen bu roman karla kaplı Kars şehrinde geçen yoğun bir atmosfer içinde hem bireysel hem de toplumsal bir yüzleşmeyi anlatır Pamuk bu eserde Türkiye nin Doğu Batı gerilimini çok boyutlu bir şekilde ele almaktadır,"Siyasi İslamcılık laiklik kimlik ve sanat temalarını ustalıkla işleyen bu roman, karla kaplı Kars şehrinde geçen yoğun bir atmosfer içinde hem bireysel hem de toplumsal bir yüzleşmeyi anlatır. | Pamuk bu eserde Türkiye'nin Doğu-Batı gerilimini çok boyutlu bir şekilde ele almaktadır.",42,siyasi islamcılık laiklik kimlik sanat temalarını ustalıkla işleyen roman karla kaplı kars şehrinde yoğun atmosfer bireysel toplumsal yüzleşmeyi anlatır pamuk eserde türkiye doğu batı gerilimini boyutlu şekilde ele almaktadır,siyasi islamcı laik kim sanat temalarını ustalıkla işleyen roman karla kaplı kars şehri yoğ atmosfer bireysel toplumsal yüzleşmeyi anlatır pamuk eser türkiye doğu batı gerilimini boyutlu şekil ele almaktadır
KIT034,Sözlerin Rengi,Murathan Mungan,Şiir,Türk Edebiyatı,Goodreads,1995,Murathan Mungan ın dil ve imgelem açısından son derece zengin şiirlerini bir araya getiren bu kitap Türk şiirinde özgün ve güçlü bir ses olarak öne çıkmaktadır Kimlik arzu ve yabancılaşma temaları şairin karakteristik lirizmyle işlenmektedir,"Murathan Mungan'ın dil ve imgelem açısından son derece zengin şiirlerini bir araya getiren bu kitap, Türk şiirinde özgün ve güçlü bir ses olarak öne çıkmaktadır. | Kimlik, arzu ve yabancılaşma temaları şairin karakteristik lirizmyle işlenmektedir.",35,murathan mungan dil imgelem açısından son derece zengin şiirlerini araya getiren kitap türk şiirinde özgün güçlü ses öne çıkmaktadır kimlik arzu yabancılaşma temaları şairin karakteristik lirizmyle işlenmektedir,murathan mungan dil imgelem açısı son derece zeng şiirlerini araya getiren kitap türk şiiri özg güçlü ses öne çıkmaktadır kim arzu yabancılaşma tema şair karakteristik lirizmyle işlenmektedir
KIT035,Beyoğlu'nun En Güzel Abisi,Hasan Ali Toptaş,Roman,Türk Edebiyatı,Kitapyurdu,2006,Toptaş ın büyülü gerçekçilik anlayışıyla kaleme aldığı bu roman İstanbul un Beyoğlu semtinde geçen mistik ve kurgusal bir atmosfer içinde bireyin varoluş sorgulamasını anlatır Yazar bu eserde gerçek ve hayal arasındaki sınırı ustalıkla bulanıklaştırmaktadır,"Toptaş'ın büyülü gerçekçilik anlayışıyla kaleme aldığı bu roman, İstanbul'un Beyoğlu semtinde geçen mistik ve kurgusal bir atmosfer içinde bireyin varoluş sorgulamasını anlatır. | Yazar bu eserde gerçek ve hayal arasındaki sınırı ustalıkla bulanıklaştırmaktadır.",34,toptaş büyülü gerçekçilik anlayışıyla kaleme aldığı roman istanbul beyoğlu semtinde mistik kurgusal atmosfer bireyin varoluş sorgulamasını anlatır yazar eserde gerçek hayal arasındaki sınırı ustalıkla bulanıklaştırmaktadır,toptaş büyülü gerçekçi anlayışıyla kaleme aldığı roman istanbul beyoğlu semti mistik kurgusal atmosfer birey varoluş sorgulamasını anlatır yazar eser gerçek hayal arasın sınırı ustalıkla bulanıklaştırmaktadır
KIT036,Tehlikeli Oyunlar,Oğuz Atay,Roman,Türk Edebiyatı,D&R,1973,Oğuz Atay ın ikinci romanı olan bu eser Hikmet Benol adlı bir karakterin hem kişisel hem de toplumsal yabancılaşmasını bilinç akışı tekniğiyle anlatır Geleneksel roman yapısına meydan okuyan bu eser Türk edebiyatında postmodern anlatının öncüsü sayılmaktadır,"Oğuz Atay'ın ikinci romanı olan bu eser, Hikmet Benol adlı bir karakterin hem kişisel hem de toplumsal yabancılaşmasını bilinç akışı tekniğiyle anlatır. | Geleneksel roman yapısına meydan okuyan bu eser Türk edebiyatında postmodern anlatının öncüsü sayılmaktadır.",36,oğuz atay ikinci romanı eser hikmet benol adlı karakterin kişisel toplumsal yabancılaşmasını bilinç akışı tekniğiyle anlatır geleneksel roman yapısına meydan okuyan eser türk edebiyatında postmodern anlatının öncüsü sayılmaktadır,oğuz atay ikin romanı eser hikmet benol adlı karakter kişisel toplumsal yabancılaşmasını bilinç akışı tekniğiyle anlatır geleneksel roman yapısı mey okuyan eser türk edebiyatı postmodern anlatı öncüsü sayılmaktadır
KIT037,Serenat,Hüseyin Rahmi Gürpınar,Roman,Türk Edebiyatı,Goodreads,1919,Hüseyin Rahmi Gürpınar ın toplumsal hiciv ustası kimliğini ortaya koyan bu roman İstanbul un sosyal hayatındaki çelişkileri ve yozlaşmayı eğlenceli bir dille anlatır Yazar bu eserde hem güldürü hem de eleştiri unsurlarını bir arada kullanan kendine özgü tekniğini sergilemiştir,"Hüseyin Rahmi Gürpınar'ın toplumsal hiciv ustası kimliğini ortaya koyan bu roman, İstanbul'un sosyal hayatındaki çelişkileri ve yozlaşmayı eğlenceli bir dille anlatır. | Yazar bu eserde hem güldürü hem de eleştiri unsurlarını bir arada kullanan kendine özgü tekniğini sergilemiştir.",39,hüseyin rahmi gürpınar toplumsal hiciv ustası kimliğini ortaya koyan roman istanbul sosyal hayatındaki çelişkileri yozlaşmayı eğlenceli dille anlatır yazar eserde güldürü eleştiri unsurlarını arada kullanan kendine özgü tekniğini sergilemiştir,hüsey rahmi gürpınar toplumsal hiciv ustası kimliğini ortaya koyan roman istanbul sosyal hayatın çelişki yozlaşmayı eğlenceli dille anlatır yazar eser güldürü eleştiri unsurlarını ara kullanan kendi özgü tekniğini sergilemiştir
KIT038,Uçurtma Avcısı,Khaled Hosseini,Roman,Çeviri,Kitapyurdu,2003,Afganistan da iki çocukluk arkadaşının hikayesini anlatan bu roman ihanet suçluluk ve kurtuluş temalarını işleyen güçlü bir eserdir Sovyet işgalinden Taliban dönemine uzanan tarihsel süreç bireysel hikayelerle ustaca örülmüştür Eser dünya genelinde milyonlarca okuyucunun kalbine dokunmayı başarmıştır,"Afganistan'da iki çocukluk arkadaşının hikayesini anlatan bu roman, ihanet suçluluk ve kurtuluş temalarını işleyen güçlü bir eserdir. | Sovyet işgalinden Taliban dönemine uzanan tarihsel süreç bireysel hikayelerle ustaca örülmüştür. | Eser dünya genelinde milyonlarca okuyucunun kalbine dokunmayı başarmıştır.",37,afganistan iki çocukluk arkadaşının hikayesini anlatan roman ihanet suçluluk kurtuluş temalarını işleyen güçlü eserdir sovyet işgalinden taliban dönemine uzanan tarihsel süreç bireysel hikayelerle ustaca örülmüştür eser dünya genelinde milyonlarca okuyucunun kalbine dokunmayı başarmıştır,afganis iki çocuk arkadaşı hikayesini anla roman ihanet suçlu kurtuluş temalarını işleyen güçlü eserdir sovyet işgali taliban dönemi uzanan tarihsel süreç bireysel hikaye ustaca örülmüştür eser dünya geneli milyonlarca okuyucu kalbi dokunmayı başarmıştır
KIT039,Küçük Kadınlar,Louisa May Alcott,Roman,Çeviri,D&R,1868,Amerikan iç savaşı döneminde dört kardeşin büyüme hikayesini anlatan bu roman kadın kimliği ve bağımsızlık temalarını dönemine göre cesurca işlemesiyle öne çıkmaktadır March ailesinin kızlarının rüyaları mücadeleleri ve sevinçleri evrensel bir aile hikayesi sunmaktadır,"Amerikan iç savaşı döneminde dört kardeşin büyüme hikayesini anlatan bu roman, kadın kimliği ve bağımsızlık temalarını dönemine göre cesurca işlemesiyle öne çıkmaktadır. | March ailesinin kızlarının rüyaları mücadeleleri ve sevinçleri evrensel bir aile hikayesi sunmaktadır.",34,amerikan savaşı döneminde dört kardeşin büyüme hikayesini anlatan roman kadın kimliği bağımsızlık temalarını dönemine cesurca işlemesiyle öne çıkmaktadır march ailesinin kızlarının rüyaları mücadeleleri sevinçleri evrensel aile hikayesi sunmaktadır,amerikan savaşı dönemi dört kardeş büyüme hikayesini anla roman kad kimliği bağımsız temalarını dönemi cesurca işlemesiyle öne çıkmaktadır march ailesi kızları rüya mücadele sevinç evrensel aile hikayesi sunmaktadır
KIT040,Matmazel Noraliya'nın Koltuğu,Peyami Safa,Roman,Türk Edebiyatı,Goodreads,1949,Peyami Safa nın manevi arayış ve ruh ikiliği temalarını işlediği bu roman hem psikolojik çözümlemesi hem de mistik atmosferiyle öne çıkmaktadır Ferit adlı karakterin iç dünyasındaki karışıklık ve nihayetinde bulduğu huzur varoluşsal bir yolculuğu simgelemektedir,"Peyami Safa'nın manevi arayış ve ruh ikiliği temalarını işlediği bu roman, hem psikolojik çözümlemesi hem de mistik atmosferiyle öne çıkmaktadır. | Ferit adlı karakterin iç dünyasındaki karışıklık ve nihayetinde bulduğu huzur, varoluşsal bir yolculuğu simgelemektedir.",35,peyami safa manevi arayış ruh ikiliği temalarını işlediği roman psikolojik çözümlemesi mistik atmosferiyle öne çıkmaktadır ferit adlı karakterin dünyasındaki karışıklık nihayetinde bulduğu huzur varoluşsal yolculuğu simgelemektedir,peyami safa manevi arayış ruh ikiliği temalarını işlediği roman psikolojik çözümlemesi mistik atmosferiyle öne çıkmaktadır ferit adlı karakter dünyasın karışık nihayeti bulduğu huzur varoluşsal yolculuğu simgelemektedir
